WKT,SA22019_V1_00,SA22019_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,LATITUDE,LONGITUDE,EASTING,NORTHING,Shape_X,Shape_Y
"POINT (1877185.157 5823388.2928)",194000,Judea,0.88360423,0.88360423,-37.69485424923947,176.1437176243455,1877185.1569910662,5823388.292785114,1877185.157,5823388.2928
"POINT (1876012.06415 5822446.26345)",194100,Te Reti,1.73027791,1.73027791,-37.70368620799015,176.1307880402455,1876012.064167394,5822446.263426404,1876012.06415,5822446.26345
"POINT (1873814.05185 5820114.86985)",194200,Bethlehem South,4.48242548,4.48242548,-37.725328001364886,176.1067667457251,1873814.0518553094,5820114.8698484395,1873814.05185,5820114.86985
"POINT (1882969.8777 5827208.52655)",194300,Omanu Beach,1.02425367,1.02425367,-37.65870852229189,176.2077500454086,1882969.8777026734,5827208.526543944,1882969.8777,5827208.52655
"POINT (1877445.5925 5822451.57455)",194400,Tauranga Hospital,1.94102255,1.94102255,-37.703205713351764,176.14702398957772,1877445.5925100318,5822451.574561092,1877445.5925,5822451.57455
"POINT (1872480.5815 5817447.3497)",194500,Tauriko,4.82036221,4.82036221,-37.74973367631395,176.09265665224342,1872480.5814916932,5817447.34967015,1872480.5815,5817447.3497
"POINT (1876388.85615 5821074.02705)",194600,Gate Pa,2.06965832,2.06965832,-37.71592257168224,176.1355769354296,1876388.8561407675,5821074.027027682,1876388.85615,5821074.02705
"POINT (1875424.5498 5819516.72695)",194700,Greerton South,2.8062842,2.8062842,-37.730228429780354,176.1252414378523,1875424.5497849064,5819516.726961178,1875424.5498,5819516.72695
"POINT (1878295.7289 5821841.2528)",194800,Tauranga South,2.38991739,2.38991739,-37.70844073012368,176.15688674700152,1878295.728880765,5821841.252779219,1878295.7289,5821841.2528
"POINT (1883721.27295 5825811.9339)",194900,Arataki North,2.1608091,2.1608091,-37.67104486369709,176.21679849214513,1883721.2729295006,5825811.933894125,1883721.27295,5825811.9339
"POINT (1881967.00715 5823431.67815)",195000,Matapihi,3.93905833,3.93905833,-37.69300611567228,176.1978577147735,1881967.0071654038,5823431.678117998,1881967.00715,5823431.67815
"POINT (1873880.3264 5816896.6732)",195100,Pyes Pa West,4.61266536,4.61266536,-37.75427197887809,176.10872989767998,1873880.3263722267,5816896.673171865,1873880.3264,5816896.6732
"POINT (1876519.2414 5819517.11885)",195200,Greerton North,1.39556307,1.39556307,-37.729895070002,176.13764568574567,1876519.2414126892,5819517.118834018,1876519.2414,5819517.11885
"POINT (1877316.78785 5820387.15205)",195300,Yatton Park,0.90353744,0.90353744,-37.72182391166324,176.14635128949374,1877316.7878583372,5820387.152064714,1877316.78785,5820387.15205
"POINT (1875629.4902 5818291.8005)",195400,Pyes Pa North,1.97089302,1.97089302,-37.74119092634323,176.12802795867412,1875629.4902067813,5818291.800496905,1875629.4902,5818291.8005
"POINT (1884508.57755 5825618.32625)",195500,Arataki South,0.98787026,0.98787026,-37.67254346537115,176.22578739727695,1884508.5775484277,5825618.326258424,1884508.57755,5825618.32625
"POINT (1875107.2853 5817409.9282)",195600,Pyes Pa South,1.83242619,1.83242619,-37.74928472887171,176.12244346666455,1875107.2853060819,5817409.928183971,1875107.2853,5817409.9282
"POINT (1877656.9719 5819226.33485)",195700,Poike,1.29841998,1.29841998,-37.73216784402332,176.15064854702086,1877656.971893736,5819226.334839621,1877656.9719,5819226.33485
"POINT (1885121.2835 5825094.27695)",195800,Te Maunga North,1.16256108,1.16256108,-37.677069270043184,176.2329290114547,1885121.2834938227,5825094.276932833,1885121.2835,5825094.27695
"POINT (1880203.82455 5820678.1383)",195900,Maungatapu,1.67928163,1.67928163,-37.71832682800449,176.178948655824,1880203.8245569803,5820678.138282734,1880203.82455,5820678.1383
"POINT (1878720.40385 5819196.47945)",196000,Hairini,1.83934319,1.83934319,-37.73211352147887,176.16271019024106,1878720.4038629741,5819196.479458337,1878720.40385,5819196.47945
"POINT (1876867.32945 5817494.08505)",196100,Pyes Pa East,2.43010532,2.43010532,-37.74799664762878,176.14236025302546,1876867.3294225058,5817494.085020375,1876867.32945,5817494.08505
"POINT (1885981.55345 5824259.769)",196200,Te Maunga South,2.31423361,2.31423361,-37.68431126297844,176.2429963614959,1885981.5534250613,5824259.769013393,1885981.55345,5824259.769
"POINT (1879924.5392 5818324.42975)",196300,Kaitemako (Tauranga City),3.74361431,3.74361431,-37.73959423157376,176.17669022684498,1879924.5391937566,5818324.429722501,1879924.5392,5818324.42975
"POINT (1878558.42955 5817295.70165)",196400,Ohauiti,3.40557714,3.40557714,-37.74926893768677,176.161603009368,1878558.4295468784,5817295.701642935,1878558.42955,5817295.70165
"POINT (1886607.59005 5821930.06155)",196500,Baypark-Kairua,12.95193464,12.95193464,-37.705080551281135,176.25100128059123,1886607.5900584292,5821930.061546928,1886607.59005,5821930.06155
"POINT (1880691.06805 5819245.0584)",196600,Welcome Bay West,1.11373492,1.11373492,-37.73107451592918,176.18502145592902,1880691.0680261077,5819245.058393795,1880691.06805,5819245.0584
"POINT (1882870.8747 5820367.75365)",196700,Welcome Bay East,3.69116612,3.69116612,-37.72030061240208,176.20928394393127,1882870.8746714857,5820367.75364293,1882870.8747,5820367.75365
"POINT (1887009.99605 5823546.05535)",196800,Pacific View,1.16275871,1.16275871,-37.690412687335055,176.2549225174551,1887009.9960350085,5823546.055318959,1887009.99605,5823546.05535
"POINT (1881765.27225 5818619.4992)",196900,Welcome Bay South,3.10815699,3.10815699,-37.73637424743271,176.19743546783678,1881765.2722222893,5818619.499214149,1881765.27225,5818619.4992
"POINT (1887693.99765 5823252.08875)",197000,Palm Beach North,1.09453989,1.09453989,-37.69284373887274,176.2627841436034,1887693.997650985,5823252.088723731,1887693.99765,5823252.08875
"POINT (1888870.1551 5822599.73805)",197100,Palm Beach South-Gravatt,2.38810012,2.38810012,-37.698344310236,176.2763617501042,1888870.1550690674,5822599.738048132,1888870.1551,5822599.73805
"POINT (1890527.49275 5822045.7573)",197200,Papamoa Beach North,1.39820071,1.39820071,-37.70280569636204,176.2953517096387,1890527.4927266366,5822045.757293534,1890527.49275,5822045.7573
"POINT (1890416.8177 5821093.03385)",197300,Doncaster,2.33577478,2.33577478,-37.7114137607831,176.29447815296882,1890416.8176855939,5821093.033824895,1890416.8177,5821093.03385
"POINT (1892544.92025 5821163.3931)",197400,Papamoa Beach South,1.37883542,1.37883542,-37.71010392766203,176.318553976689,1892544.9202378523,5821163.393108595,1892544.92025,5821163.3931
"POINT (1894744.5921 5820095.6722)",197500,Motiti,1.2475687,1.2475687,-37.71900659417212,176.34389986483976,1894744.5920740818,5820095.672165714,1894744.5921,5820095.6722
"POINT (1896024.1182 5818496.50895)",197600,Wairakei,12.90938118,12.90938118,-37.73298310311162,176.35904388681794,1896024.1182011259,5818496.508915431,1896024.1182,5818496.50895
"POINT (1879911.28285 5788869.64925)",197700,Tui Ridge,220.92233992,220.92233992,-38.004666629411254,176.18795329938018,1879911.282822497,5788869.649217803,1879911.28285,5788869.64925
"POINT (1867197.17815 5777259.4801)",197800,Arahiwi,62.85592643,62.85592643,-38.112993703863275,176.0476779308446,1867197.1781484042,5777259.480094144,1867197.17815,5777259.4801
"POINT (1876706.0377 5773554.4044)",197900,Ngongotaha Valley,177.50382279,177.50382279,-38.143473510699714,176.1574250262613,1876706.0377143286,5773554.4044036195,1876706.0377,5773554.4044
"POINT (1885347.33065 5785831.2326)",198000,Hamurana,8.35493389,8.35493389,-38.03031345962802,176.2509832190627,1885347.3306498893,5785831.2325763,1885347.33065,5785831.2326
"POINT (1881965.27465 5782334.769)",198100,Ngongotaha East,2.87185543,2.87185543,-38.06283550635877,176.21388396298107,1881965.274631616,5782334.768982719,1881965.27465,5782334.769
"POINT (1881083.38135 5780560.3726)",198200,Ngongotaha West,1.44456738,1.44456738,-38.079077007696334,176.20454377019428,1881083.381358681,5780560.372612301,1881083.38135,5780560.3726
"POINT (1886983.93575 5780360.20235)",198300,Inland water Lake Rotorua,0,81.05021207,-38.079025502623914,176.27179440645352,1886983.9357513662,5780360.202324553,1886983.93575,5780360.20235
"POINT (1881783.0117 5778254.7066)",198400,Ngongotaha South,8.58883387,8.58883387,-38.09960701324822,176.21341757998604,1881783.0117077292,5778254.706597919,1881783.0117,5778254.7066
"POINT (1881996.59235 5776129.9099)",198500,Selwyn Heights,0.89644766,0.89644766,-38.11866039034529,176.2166889228463,1881996.5923454266,5776129.909886793,1881996.59235,5776129.9099
"POINT (1881045.13585 5775088.3426)",198600,Pleasant Heights,1.34859518,1.34859518,-38.12832953197616,176.20626180938865,1881045.1358333055,5775088.34257027,1881045.13585,5775088.3426
"POINT (1903417.42395 5782205.6133)",198700,Rotoiti-Rotoehu,404.02095341,467.95761264,-38.05706155922344,176.45805764254945,1903417.4239261285,5782205.613302445,1903417.42395,5782205.6133
"POINT (1883810.45355 5777159.5343)",198800,Kawaha,1.03157204,1.03157204,-38.10882744726441,176.23693960086607,1883810.4535511814,5777159.534277467,1883810.45355,5777159.5343
"POINT (1883094.20805 5776514.93415)",198900,Fairy Springs,0.73745494,0.73745494,-38.1148524792674,176.2290382178821,1883094.2080627051,5776514.934143995,1883094.20805,5776514.93415
"POINT (1882352.9774 5775552.4096)",199000,Western Heights (Rotorua District),1.02788372,1.02788372,-38.12374566571427,176.22097674811693,1882352.9773957294,5775552.409589082,1882352.9774,5775552.4096
"POINT (1880952.0217 5774365.3196)",199100,Pukehangi North,1.18204631,1.18204631,-38.13486467473688,176.20548589784784,1880952.021670465,5774365.319566144,1880952.0217,5774365.3196
"POINT (1881079.76835 5773658.30445)",199200,Pukehangi South,1.11150003,1.11150003,-38.141187011693,176.2072200434374,1881079.7683237477,5773658.304424411,1881079.76835,5773658.30445
"POINT (1883178.26585 5775023.39025)",199300,Mangakakahi Central,1.79161337,1.79161337,-38.12824757883772,176.2305875415689,1883178.2658233894,5775023.3902558405,1883178.26585,5775023.39025
"POINT (1883874.55065 5775743.65195)",199400,Koutu,0.95639716,0.95639716,-38.12154784466865,176.23823269158694,1883874.5506550814,5775743.651920801,1883874.55065,5775743.65195
"POINT (1882230.38005 5774347.5798)",199500,Mangakakahi West,1.01720246,1.01720246,-38.13462557089203,176.22005698208494,1882230.380051904,5774347.579767251,1882230.38005,5774347.5798
"POINT (1881218.54475 5772703.4299)",199600,Sunnybrook,2.08582486,2.08582486,-38.14973622990163,176.2091780270889,1881218.544751609,5772703.429892164,1881218.54475,5772703.4299
"POINT (1882735.24495 5773605.54805)",199700,Fordlands,0.9880121,0.9880121,-38.14114467647399,176.22610299811316,1882735.2449203078,5773605.548039585,1882735.24495,5773605.54805
"POINT (1884191.2235 5774266.40965)",199800,Kuirau,1.18969945,1.18969945,-38.13474084417814,176.24242828819442,1884191.2234817613,5774266.409615076,1884191.2235,5774266.40965
"POINT (1883259.60115 5773436.71015)",199900,Utuhina,0.67136794,0.67136794,-38.14249952639429,176.23214439430538,1883259.6011384302,5773436.71013106,1883259.60115,5773436.71015
"POINT (1882294.1173 5772147.3136)",200000,Pomare,1.36824303,1.36824303,-38.1544045217347,176.22165460431552,1882294.1172798162,5772147.313575348,1882294.1173,5772147.3136
"POINT (1885223.0885 5774125.29415)",200100,Rotorua Central,1.80236312,1.80236312,-38.13568521246417,176.2542401244699,1885223.0885117468,5774125.294151381,1885223.0885,5774125.29415
"POINT (1883451.25475 5772607.51915)",200200,Hillcrest (Rotorua District),0.81457984,0.81457984,-38.14990065018545,176.23465784956983,1883451.25473205,5772607.519148757,1883451.25475,5772607.51915
"POINT (1884341.88705 5773355.06145)",200300,Victoria,0.51768216,0.51768216,-38.14289390209826,176.24450819507908,1884341.8870280792,5773355.061428434,1884341.88705,5773355.06145
"POINT (1894087.83525 5776488.6633)",200400,Waiohewa,63.44520372,63.44520372,-38.1115773921241,176.354250409001,1894087.835244505,5776488.663269644,1894087.83525,5776488.6633
"POINT (1884461.0456 5772848.6323)",200500,Glenholme North,0.84348073,0.84348073,-38.14741329451356,176.24606798276812,1884461.0456003593,5772848.6322869,1884461.0456,5772848.6323
"POINT (1882791.20015 5771139.33455)",200600,Springfield South,1.18667956,1.18667956,-38.16331896533211,176.22771944409382,1882791.2001589348,5771139.334528634,1882791.20015,5771139.33455
"POINT (1883528.4287 5771606.92905)",200700,Springfield North,1.30138613,1.30138613,-38.158879970766044,176.23593547906304,1883528.4286728348,5771606.929045743,1883528.4287,5771606.92905
"POINT (1884568.26855 5772156.0813)",200800,Glenholme South,0.87693773,0.87693773,-38.15361117235709,176.24756631761443,1884568.2685662324,5772156.081292743,1884568.26855,5772156.0813
"POINT (1888487.89155 5774666.21055)",200900,Owhata West,3.32829464,3.32829464,-38.129780800322806,176.2912145564626,1888487.8915368621,5774666.210529449,1888487.89155,5774666.21055
"POINT (1891514.29805 5776217.703)",201000,Holdens Bay-Rotokawa,8.78620237,8.78620237,-38.11484931191343,176.32505409370305,1891514.2980529408,5776217.702998199,1891514.29805,5776217.703
"POINT (1886602.7037 5772838.9594)",201100,Ngapuna,3.49489535,3.49489535,-38.146822687659494,176.270474358775,1886602.7037056645,5772838.9594082665,1886602.7037,5772838.9594
"POINT (1885448.00735 5772282.4447)",201200,Fenton Park,1.00544453,1.00544453,-38.15219623420558,176.25754054218237,1885448.0073211761,5772282.444690114,1885448.00735,5772282.4447
"POINT (1884760.12635 5770867.9824)",201300,Tihiotonga-Whakarewarewa,3.28398579,3.28398579,-38.16514110840439,176.25026761972921,1884760.126326703,5770867.982379372,1884760.12635,5770867.9824
"POINT (1889063.588 5773749.83735)",201400,Owhata East,1.41751621,1.41751621,-38.13784197024718,176.2981438161396,1889063.5880141978,5773749.837314055,1889063.588,5773749.83735
"POINT (1888212.34975 5772494.9045)",201500,Lynmore,1.97245772,1.97245772,-38.14940578085473,176.2889536221386,1888212.3497254676,5772494.904507105,1888212.34975,5772494.9045
"POINT (1879690.4756 5753102.9568)",201600,Ngakuru,446.44346781,446.44346781,-38.32658571821923,176.1994929612855,1879690.4755772457,5753102.956794294,1879690.4756,5753102.9568
"POINT (1902491.2053 5759945.17735)",201700,Kaingaroa-Whakarewarewa,465.80261391,530.74323482,-38.25763217476624,176.4569721109868,1902491.2052780737,5759945.177328891,1902491.2053,5759945.17735
"POINT (1892432.0053 5740149.78515)",201800,Golden Springs,498.91642353,498.91642353,-38.439059383124956,176.35040088966187,1892432.0053092553,5740149.78511263,1892432.0053,5740149.78515
"POINT (1922455.18715 5793433.7862)",201900,Manawahe,267.07059859,267.07059859,-37.94949242610664,176.66958969808982,1922455.1871442588,5793433.786191365,1922455.18715,5793433.7862
"POINT (1934007.2276 5794196.2403)",202000,Matata-Otakiri,87.41194468,87.41194468,-37.93846455643207,176.80043838356923,1934007.2275814645,5794196.240256111,1934007.2276,5794196.2403
"POINT (1925813.86275 5781782.4368)",202100,Onepu Spring,98.84885123,98.84885123,-38.053086522394615,176.71302606017326,1925813.862743921,5781782.436793174,1925813.86275,5781782.4368
"POINT (1936365.31905 5790179.53405)",202200,Edgecumbe,2.00681011,2.00681011,-37.97371687623301,176.8290921056363,1936365.3190496527,5790179.533995244,1936365.31905,5790179.53405
"POINT (1943293.48015 5788752.8503)",202300,Thornton-Awakeri,151.84239298,151.84239298,-37.983953444473485,176.90847454141633,1943293.4801100667,5788752.850269868,1943293.48015,5788752.8503
"POINT (1933655.8282 5781012.99425)",202400,Te Teko Lakes,71.09481576,71.09481576,-38.057151038727966,176.80257360147982,1933655.8281932208,5781012.994193741,1933655.8282,5781012.99425
"POINT (1948217.08095 5793036.72685)",202500,Coastlands,15.66282467,15.66282467,-37.94356077159322,176.96233460576727,1948217.0809051003,5793036.726788899,1948217.08095,5793036.72685
"POINT (1948408.7435 5790824.60905)",202600,Whakatane West,1.83230421,1.83230421,-37.96337726167812,176.96558155351156,1948408.7434807122,5790824.608984365,1948408.7435,5790824.60905
"POINT (1950806.2684 5791813.255)",202700,Whakatane Central,2.59485728,2.59485728,-37.953565871047964,176.99232736137967,1950806.2683602478,5791813.254956178,1950806.2684,5791813.255
"POINT (1949447.42935 5790168.4066)",202800,Trident,1.81128192,1.81128192,-37.96887844005882,176.9776964651195,1949447.4293164203,5790168.406560208,1949447.42935,5790168.4066
"POINT (1950212.3805 5790231.2125)",202900,Allandale,1.5256279,1.5256279,-37.968019185792,176.98635379977208,1950212.3804970079,5790231.21246679,1950212.3805,5790231.2125
"POINT (1951653.98505 5790918.81)",203000,Mokorua Bush,1.35707502,1.35707502,-37.961280207209484,177.0023901964394,1951653.9850131827,5790918.809953061,1951653.98505,5790918.81
"POINT (1954257.07755 5784984.43735)",203100,Wainui,86.55992412,86.55992412,-38.0136223887681,177.03487597988362,1954257.0775481393,5784984.437316147,1954257.07755,5784984.43735
"POINT (1959048.11465 5788824.4062)",203200,Ohope,6.33352733,6.33352733,-37.97721764336334,177.0873978067315,1959048.11461666,5788824.4061585115,1959048.11465,5788824.4062
"POINT (1959688.03785 5786762.5071)",203300,Inlet Ohiwa Harbour West,0,14.71364994,-37.9955006100458,177.09569760858352,1959688.0378424022,5786762.507015895,1959688.03785,5786762.5071
"POINT (1928812.71785 5737489.2097)",203400,Galatea,2199.74679017,2199.74679017,-38.45033574990165,176.76767298604364,1928812.7178459151,5737489.209667641,1928812.71785,5737489.2097
"POINT (1951807.9579 5755211.60995)",203500,Waingarara-Waimana,1448.10314214,1448.10314214,-38.28224831527711,177.0217383298806,1951807.957877719,5755211.609905247,1951807.9579,5755211.60995
"POINT (1923446.44545 5737307.40635)",203600,Murupara,6.21299834,6.21299834,-38.45393088291993,176.70638789435392,1923446.4454549563,5737307.406299035,1923446.44545,5737307.40635
"POINT (1922289.9137 5777213.45855)",203700,Monika Reserve,14.18036067,14.18036067,-38.09544187519476,176.67500161978185,1922289.913693411,5777213.458544315,1922289.9137,5777213.45855
"POINT (1926499.67165 5779737.5966)",203800,Kawerau Industrial,5.83724555,5.83724555,-38.071230320543044,176.7217592026316,1926499.6716475578,5779737.596555205,1926499.67165,5779737.5966
"POINT (1924682.54245 5777084.33715)",203900,Tarawera Park,3.61378812,3.61378812,-38.095747250022,176.7022905823951,1924682.5424363457,5777084.337100354,1924682.54245,5777084.33715
"POINT (1963341.0852 5784462.3479)",204000,Inlet Ohiwa Harbour East,0,10.84862001,-38.01472259714343,177.13835878350096,1963341.0851654855,5784462.347837323,1963341.0852,5784462.3479
"POINT (1968701.9985 5780672.1574)",204100,Waiotahi,141.71292169,141.71292169,-38.04662789831215,177.2012169088982,1968701.9984568222,5780672.157310181,1968701.9985,5780672.1574
"POINT (2021439.6079 5799316.2764)",204200,Cape Runaway,1568.82268633,1568.82268633,-37.85619612430633,177.78941472140977,2021439.60785776,5799316.276149302,2021439.6079,5799316.2764
"POINT (1973926.35145 5783349.53275)",204300,Woodlands,4.45765937,4.45765937,-38.020423052225894,177.25919954610805,1973926.3513961963,5783349.532641253,1973926.35145,5783349.53275
"POINT (1976394.21335 5784067.93525)",204400,Opotiki,5.74447512,5.74447512,-38.01294551675139,177.28686060550578,1976394.2133185242,5784067.935144864,1976394.21335,5784067.93525
"POINT (1981677.7838 5782106.6056)",204500,Otara-Tirohanga,113.38785805,113.38785805,-38.02836430435641,177.34792155924842,1981677.783789912,5782106.605487132,1981677.7838,5782106.6056
"POINT (1983769.78825 5762490.078)",204600,Oponae,1255.59488906,1255.59488906,-38.203762652576714,177.38223094533132,1983769.7882173187,5762490.077893566,1983769.78825,5762490.078
"POINT (2063343.78705 5816175.9383)",204700,East Cape,991.26453073,991.26453073,-37.684572679979375,178.25312451298868,2063343.786980029,5816175.937832233,2063343.78705,5816175.9383
"POINT (2011476.5245 5745812.9281)",204800,Waipaoa,2277.2725415,2277.2725415,-38.341335391668665,177.7073422897653,2011476.524455087,5745812.927883948,2011476.5245,5745812.9281
"POINT (2057164.41555 5796218.60195)",204900,Ruatoria-Raukumara,693.33769585,693.33769585,-37.866810508548255,178.19588882085404,2057164.4154569074,5796218.601532986,2057164.41555,5796218.60195
"POINT (2050954.1038 5772915.0186)",205000,Tokomaru,1144.89137522,1144.89137522,-38.07909053700424,178.1401737330417,2050954.1037166675,5772915.018180896,2050954.1038,5772915.0186
"POINT (2003113.5201 5708709.8054)",205100,Hangaroa,1870.11295888,1870.11295888,-38.67842093287025,177.6333149974757,2003113.520065389,5708709.805232043,2003113.5201,5708709.8054
"POINT (2048244.7598 5737057.01585)",205200,Wharekaka,1198.06472379,1198.06472379,-38.40231399347053,178.1320433033631,2048244.759732767,5737057.015457129,2048244.7598,5737057.01585
"POINT (2026187.99605 5709750.6933)",205300,Te Arai,54.60451362,54.60451362,-38.658279782498425,177.89701534259183,2026187.9959940638,5709750.693013032,2026187.99605,5709750.6933
"POINT (2032610.33965 5713643.9125)",205400,Hexton,119.61311481,119.61311481,-38.620217247137624,177.96813440432737,2032610.3395885502,5713643.912177424,2032610.33965,5713643.9125
"POINT (2035193.3855 5711510.2608)",205500,Lytton,0.85660815,0.85660815,-38.63811027926522,177.9990271924269,2035193.3854147915,5711510.260466352,2035193.3855,5711510.2608
"POINT (2033666.2572 5709103.23935)",205600,Makaraka-Awapuni,8.18229536,8.18229536,-38.66046745646793,177.98304727041383,2033666.257151513,5709103.23906087,2033666.2572,5709103.23935
"POINT (2035040.68045 5710883.17955)",205700,Riverdale,1.24303366,1.24303366,-38.64381480800042,177.9976712339158,2035040.6803856771,5710883.179224587,2035040.68045,5710883.17955
"POINT (2035252.06995 5710161.19505)",205800,Te Hapara North,1.2005121,1.2005121,-38.65019277619546,178.0005426855977,2035252.069880422,5710161.194746182,2035252.06995,5710161.19505
"POINT (2036328.2771 5711295.7868)",205900,Mangapapa North,0.61988641,0.61988641,-38.639478493708765,178.01215178953808,2036328.277007244,5711295.786463097,2036328.2771,5711295.7868
"POINT (2034502.6389 5709267.2282)",206000,Elgin,1.04455895,1.04455895,-38.65858583919387,177.99252141391204,2034502.6388580748,5709267.22786015,2034502.6389,5709267.2282
"POINT (2035097.57355 5709649.5837)",206100,Te Hapara South,0.86443001,0.86443001,-38.654861567696216,177.99909398025508,2035097.5734619226,5709649.583383057,2035097.57355,5709649.5837
"POINT (2037114.5029 5710799.4831)",206200,Mangapapa East,1.65718279,1.65718279,-38.643547048968756,178.02146278487115,2037114.5028342102,5710799.482769572,2037114.5029,5710799.4831
"POINT (2036453.0167 5710219.52685)",206300,Mangapapa South,0.84498227,0.84498227,-38.649079106963825,178.01425459742225,2036453.0166155212,5710219.526497305,2036453.0167,5710219.52685
"POINT (2036612.2685 5709313.85605)",206400,Te Hapara East,0.94822639,0.94822639,-38.65713121896169,178.01664614518498,2036612.2684236474,5709313.855704251,2036612.2685,5709313.85605
"POINT (2035949.0409 5708715.8169)",206500,Centennial Crescent,0.81897584,0.81897584,-38.66282627965438,178.0094276989593,2035949.04082531,5708715.816595828,2035949.0409,5708715.8169
"POINT (2038526.22585 5709522.12305)",206600,Whataupoko East,2.54657581,2.54657581,-38.65431739405998,178.03842730651496,2038526.2257982288,5709522.1227034945,2038526.22585,5709522.12305
"POINT (2037678.9397 5709116.2142)",206700,Whataupoko West,1.09579102,1.09579102,-38.658379752730205,178.02898273689772,2037678.9396225996,5709116.213846812,2037678.9397,5709116.2142
"POINT (2037100.09055 5708100.5734)",206800,Gisborne Central,1.58850131,1.58850131,-38.667782816799345,178.02299395579374,2037100.0904860261,5708100.573065265,2037100.09055,5708100.5734
"POINT (2038878.07335 5708215.3799)",206900,Kaiti North,1.32792288,1.32792288,-38.665873902664934,178.04328005228803,2038878.0732689702,5708215.379569827,2038878.07335,5708215.3799
"POINT (2038440.75005 5706752.4001)",207000,Kaiti South,3.41351489,3.41351489,-38.6792233534661,178.03919569557897,2038440.7499782278,5706752.39973398,2038440.75005,5706752.4001
"POINT (2040012.30295 5707759.97395)",207100,Outer Kaiti,1.45393022,1.45393022,-38.66939983033773,178.05655503383414,2040012.3028703223,5707759.973579954,2040012.30295,5707759.97395
"POINT (2039681.92915 5706705.1623)",207200,Tamarau,1.11472725,1.11472725,-38.67903251383076,178.0534395644049,2039681.9290896205,5706705.161943165,2039681.92915,5706705.1623
"POINT (2041071.0747 5705862.6251)",207300,Wainui-Okitu,5.34890978,5.34890978,-38.68590532216522,178.0698826202142,2041071.0746243752,5705862.62474729,2041071.0747,5705862.6251
"POINT (1947511.34635 5684096.51955)",207400,Maungataniwha-Raupunga,2080.86461659,2080.86461659,-38.92325017706197,177.00819344940192,1947511.3463166307,5684096.519509139,1947511.34635,5684096.51955
"POINT (1953691.7754 5701125.2933)",207500,Inland water Lake Waikaremoana,0,52.97709698,-38.76771509873379,177.07056580093382,1953691.7753827593,5701125.293240229,1953691.7754,5701125.2933
"POINT (1977827.28215 5696901.4746)",207600,Frasertown-Ruakituri,1333.27143233,1333.27143233,-38.795674001912516,177.3499259317502,1977827.2821281918,5696901.474477595,1977827.28215,5696901.4746
"POINT (1993494.212 5671171.4001)",207700,Whakaki,183.51589967,183.51589967,-39.01996491533071,177.54452788747457,1993494.2119632866,5671171.399958053,1993494.212,5671171.4001
"POINT (1982515.66505 5669584.99645)",207800,Wairoa,7.56771423,7.56771423,-39.03908485341914,177.4189807024292,1982515.6649985404,5669584.996317437,1982515.66505,5669584.99645
"POINT (2016180.0247 5667983.33285)",207900,Mahia,472.00240092,472.00240092,-39.03810307543178,177.80763714844218,2016180.0246297715,5667983.332618772,2016180.0247,5667983.33285
"POINT (1914619.1716 5654987.158)",208000,Puketitiri-Tutira,2432.98000295,2432.98000295,-39.19743756680267,176.6430108292938,1914619.1716106655,5654987.157950563,1914619.1716,5654987.158
"POINT (1900901.7018 5624583.5031)",208100,Sherenden-Crownthorpe,765.96321956,765.96321956,-39.475746234176896,176.49807474506045,1900901.7017689645,5624583.50306323,1900901.7018,5624583.5031
"POINT (1892760.10115 5606529.4176)",208200,Maraekakaho,820.40789419,820.40789419,-39.64094147163825,176.41154066700696,1892760.1011470284,5606529.41758381,1892760.10115,5606529.4176
"POINT (1926306.1888 5627774.2564)",208300,Puketapu-Eskdale,244.82888924,244.82888924,-39.43780627057338,176.79126805114217,1926306.1887698579,5627774.256344677,1926306.1888,5627774.2564
"POINT (1927821.17825 5612094.43625)",208400,Omahu-Pakowhai,45.66291032,45.66291032,-39.57820222126849,176.81654954770565,1927821.1782324323,5612094.43623667,1927821.17825,5612094.43625
"POINT (1922951.54095 5606190.55915)",208500,Bridge Pa,23.2425111,23.2425111,-39.63313081620576,176.76284806098127,1922951.5409360914,5606190.559099141,1922951.54095,5606190.55915
"POINT (1927910.4877 5609708.99985)",208600,Twyford,26.01694989,26.01694989,-39.59961410741448,176.8187660185342,1927910.4876664868,5609708.999824723,1927910.4877,5609708.99985
"POINT (1917169.06555 5592325.0318)",208700,Poukawa,339.92750582,339.92750582,-39.75996381862964,176.70227110419964,1917169.0655185946,5592325.031794223,1917169.06555,5592325.0318
"POINT (1923922.1168 5608030.36385)",208800,Flaxmere West,0.9172791,0.9172791,-39.61622285328233,176.77323385926874,1923922.116784218,5608030.363820521,1923922.1168,5608030.36385
"POINT (1925850.81595 5608030.4849)",208900,Omahu Strip,1.93922993,1.93922993,-39.61549037635732,176.79565424591908,1925850.8159429717,5608030.484872772,1925850.81595,5608030.4849
"POINT (1924659.9624 5607629.61505)",209000,Lochain Park,0.93643965,0.93643965,-39.61954658632368,176.7820075225683,1924659.9623864032,5607629.6150260735,1924659.9624,5607629.61505
"POINT (1925119.4738 5606996.62385)",209100,Flaxmere Park,1.35063391,1.35063391,-39.62506332133383,176.78766013746684,1925119.4737823878,5606996.623835093,1925119.4738,5606996.62385
"POINT (1925402.57395 5606327.66225)",209200,Flaxmere South,0.72258966,0.72258966,-39.63097018662087,176.7912802079452,1925402.5739355185,5606327.662193734,1925402.57395,5606327.66225
